DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
2021-08-01,152,38,10341,1144,571,76,38,326765
2021-08-02,205,51,9252,1028,514,102,51,326919
2021-08-03,169,42,7620,849,424,84,42,327046
2021-08-04,190,47,8494,950,475,95,47,327189
2021-08-05,152,38,6796,762,381,76,38,327303
2021-08-06,159,39,7078,797,398,79,39,327423
2021-08-07,206,51,13715,1548,774,103,51,327578
2021-08-08,174,43,11534,1306,652,87,43,327709
2021-08-09,206,51,9091,1033,516,103,51,327864
2021-08-10,178,44,7846,894,447,89,44,327998
2021-08-11,147,36,6429,735,367,73,36,328109
2021-08-12,196,49,8552,981,490,98,49,328256
2021-08-13,169,42,7362,847,423,84,42,328383
2021-08-14,192,48,12513,1443,721,96,48,328527
2021-08-15,180,45,11685,1351,675,90,45,328662
2021-08-16,152,38,6548,760,380,76,38,328776
2021-08-17,182,45,7845,913,456,91,45,328913
2021-08-18,219,54,9381,1095,547,109,54,329078
2021-08-19,188,47,8044,941,470,94,47,329219
2021-08-20,178,44,30390,892,1784,356,176,329353
2021-08-21,198,49,12655,1489,744,99,49,329502
2021-08-22,183,45,11630,1372,685,91,45,329640
2021-08-23,182,45,7728,914,457,91,45,329777
2021-08-24,159,39,6722,797,398,79,39,329897
2021-08-25,183,45,7699,915,457,91,45,330035
2021-08-26,197,49,8278,987,493,98,49,330183
2021-08-27,163,40,6854,819,409,81,40,330306
2021-08-28,204,51,12781,1530,765,102,51,330459
2021-08-29,176,44,11053,1326,663,88,44,330591
2021-08-30,162,40,6758,813,406,81,40,330713
2021-08-31,196,49,8134,981,490,98,49,330860
2021-09-01,173,43,7165,866,433,86,43,330990
2021-09-02,191,47,7916,958,479,95,47,331134
2021-09-03,172,43,7125,864,432,86,43,331263
2021-09-04,176,44,10915,1326,663,88,44,331395
2021-09-05,186,46,11496,1399,699,93,46,331535
2021-09-06,183,45,7498,915,457,91,45,331673
2021-09-07,142,35,5818,711,355,71,35,331780
2021-09-08,157,39,6439,788,394,78,39,331898
2021-09-09,194,48,7910,970,485,97,48,332044
2021-09-10,175,43,7126,875,437,87,43,332176
2021-09-11,168,42,10245,1260,630,84,42,332302
2021-09-12,153,38,9323,1149,574,76,38,332417
2021-09-13,158,39,6404,790,395,79,39,332536
2021-09-14,141,35,5717,706,353,70,35,332642
2021-09-15,175,43,7081,876,438,87,43,332774
2021-09-16,166,41,6714,831,415,83,41,332899
2021-09-17,159,39,6440,798,399,79,39,333019
2021-09-18,175,43,10605,1315,657,87,43,333151
2021-09-19,183,45,11050,1372,685,91,45,333289
2021-09-20,213,53,8584,1067,533,106,53,333449
2021-09-21,149,37,6016,748,374,74,37,333561
2021-09-22,196,49,7900,984,492,98,49,333708
2021-09-23,193,48,7758,967,483,96,48,333853
2021-09-24,162,40,6512,812,406,81,40,333975
2021-09-25,179,44,10797,1347,673,89,44,334110
2021-09-26,167,41,10088,1258,628,83,41,334236
2021-09-27,179,44,7172,895,447,89,44,334371
2021-09-28,202,50,8097,1011,505,101,50,334523
2021-09-29,186,46,7456,931,465,93,46,334663
2021-09-30,184,46,7383,922,461,92,46,334801
2021-10-01,167,41,6719,839,419,83,41,334927
2021-10-02,149,37,8964,1120,559,74,37,335039
2021-10-03,171,42,10301,1287,643,85,42,335168
2021-10-04,196,49,7857,982,491,98,49,335315
2021-10-05,148,37,5938,742,371,74,37,335426
2021-10-06,156,39,6268,783,391,78,39,335543
2021-10-07,177,44,7094,885,442,88,44,335676
2021-10-08,157,39,6315,788,394,78,39,335794
2021-10-09,160,40,9675,1206,603,80,40,335914
2021-10-10,167,41,10063,1254,627,83,41,336040
2021-10-11,150,37,6049,753,376,75,37,336153
2021-10-12,157,39,6324,787,393,78,39,336271
2021-10-13,186,46,7502,933,466,93,46,336411
2021-10-14,151,37,6094,757,378,75,37,336525
2021-10-15,146,36,5893,731,365,73,36,336635
2021-10-16,163,40,9862,1222,610,81,40,336758
2021-10-17,186,46,11302,1399,699,93,46,336898
2021-10-18,170,42,6887,852,426,85,42,337026
2021-10-19,165,41,6703,828,414,82,41,337150
2021-10-20,174,43,7067,872,436,87,43,337281
2021-10-21,143,35,5811,716,358,71,35,337389
2021-10-22,182,45,7395,910,455,91,45,337526
2021-10-23,180,45,10987,1350,675,90,45,337661
2021-10-24,166,41,10158,1246,622,83,41,337786
2021-10-25,190,47,7779,953,476,95,47,337929
2021-10-26,153,38,6279,768,384,76,38,338044
2021-10-27,192,48,7884,963,481,96,48,338188
2021-10-28,175,43,7203,878,439,87,43,338320
2021-10-29,167,41,6864,835,417,83,41,338446
2021-10-30,172,43,10648,1293,646,86,43,338575
2021-10-31,170,42,10570,1281,640,85,42,338703
2021-11-01,193,48,8005,968,484,96,48,338848
2021-11-02,153,38,6376,769,384,76,38,338963
2021-11-03,159,39,6611,796,398,79,39,339083
2021-11-04,190,47,7911,951,475,95,47,339226
2021-11-05,162,40,6754,810,405,81,40,339348
2021-11-06,187,46,11763,1407,703,93,46,339489
2021-11-07,201,50,12649,1509,754,100,50,339640
2021-11-08,165,41,6931,825,412,82,41,339764
2021-11-09,183,45,7728,918,459,91,45,339902
2021-11-10,151,37,6413,759,379,75,37,340016
2021-11-11,184,46,7813,923,461,92,46,340154
2021-11-12,175,43,7424,875,437,87,43,340286
2021-11-13,179,44,11460,1347,673,89,44,340421
2021-11-14,160,40,10258,1201,600,80,40,340541
2021-11-15,142,35,6110,714,357,71,35,340648
2021-11-16,179,44,7713,899,449,89,44,340783
2021-11-17,135,33,5841,679,339,67,33,340885
2021-11-18,165,41,7143,828,414,82,41,341009
2021-11-19,187,46,8091,935,467,93,46,341150
2021-11-20,174,43,11333,1305,652,87,43,341281
2021-11-21,204,51,13319,1530,765,102,51,341434
2021-11-22,188,47,8213,940,470,94,47,341575
2021-11-23,159,39,6980,797,398,79,39,341695
2021-11-24,170,42,7507,854,427,85,42,341823
2021-11-25,169,42,7471,848,424,84,42,341950
2021-11-26,143,35,6335,716,358,71,35,342058
2021-11-27,154,38,10255,1156,577,77,38,342174
2021-11-28,160,40,10712,1203,601,80,40,342294
2021-11-29,135,33,6042,677,338,67,33,342396
2021-11-30,170,42,7644,853,426,85,42,342524
2021-12-01,165,41,7438,828,414,82,41,342648
2021-12-02,141,35,6369,706,353,70,35,342754
2021-12-03,176,44,7980,882,441,88,44,342886
2021-12-04,181,45,12365,1362,681,90,45,343022
2021-12-05,173,43,11833,1299,649,86,43,343152
2021-12-06,163,40,7485,819,409,81,40,343275
2021-12-07,179,44,8216,896,448,89,44,343410
2021-12-08,180,45,8309,903,451,90,45,343545
2021-12-09,174,43,8042,871,435,87,43,343676
2021-12-10,155,38,7180,775,387,77,38,343793
2021-12-11,173,43,12099,1302,651,86,43,343923
2021-12-12,189,47,13219,1417,708,94,47,344065
2021-12-13,158,39,7423,793,396,79,39,344184
2021-12-14,204,51,9578,1020,510,102,51,344337
2021-12-15,159,39,7523,798,399,79,39,344457
2021-12-16,169,42,7990,845,422,84,42,344584
2021-12-17,157,39,7450,785,392,78,39,344702
2021-12-18,172,43,12285,1290,645,86,43,344831
2021-12-19,138,34,39814,1041,2082,276,136,344935
2021-12-20,158,39,7619,794,397,79,39,345054
2021-12-21,149,37,7200,748,374,74,37,345166
2021-12-22,170,42,8216,850,425,85,42,345294
2021-12-23,184,46,8940,922,461,92,46,345432
2021-12-24,178,44,8681,892,446,89,44,345566
2021-12-25,127,31,9358,958,478,63,31,345662
2021-12-26,201,50,14818,1512,756,100,50,345813
2021-12-27,172,43,8470,861,430,86,43,345942
2021-12-28,154,38,7610,771,385,77,38,346058
2021-12-29,169,42,8406,849,424,84,42,346185
2021-12-30,170,42,8446,850,425,85,42,346313
2021-12-31,155,38,7769,779,389,77,38,346430
2022-01-01,170,42,12771,1276,637,85,42,346558
2022-01-02,156,39,11795,1174,586,78,39,346675
2022-01-03,160,40,8057,800,400,80,40,346795
2022-01-04,155,38,7842,776,388,77,38,346912
2022-01-05,142,35,7234,713,356,71,35,347019
2022-01-06,168,42,8591,844,422,84,42,347145
2022-01-07,176,44,8988,880,440,88,44,347277
2022-01-08,174,43,13431,1311,655,87,43,347408
2022-01-09,179,44,13859,1348,673,89,44,347543
2022-01-10,171,42,8840,857,428,85,42,347672
2022-01-11,157,39,8128,785,392,78,39,347790
2022-01-12,179,44,9332,899,449,89,44,347925
2022-01-13,143,35,7460,716,358,71,35,348033
2022-01-14,150,37,7875,754,377,75,37,348146
2022-01-15,149,37,11761,1122,561,74,37,348258
2022-01-16,183,45,14462,1375,687,91,45,348396
2022-01-17,181,45,9546,905,452,90,45,348532
2022-01-18,173,43,9172,867,433,86,43,348662
2022-01-19,183,45,9708,915,457,91,45,348800
2022-01-20,150,37,8018,753,376,75,37,348913
2022-01-21,170,42,9119,854,427,85,42,349041
2022-01-22,162,40,13084,1221,610,81,40,349163
2022-01-23,178,44,14408,1341,670,89,44,349297
2022-01-24,162,40,8774,814,407,81,40,349419
2022-01-25,158,39,8554,791,395,79,39,349538
2022-01-26,173,43,9400,867,433,86,43,349668
2022-01-27,178,44,9722,894,447,89,44,349802
2022-01-28,153,38,8360,767,383,76,38,349917
2022-01-29,163,40,13387,1224,612,81,40,350040
2022-01-30,146,36,12070,1101,550,73,36,350150
2022-01-31,123,30,6766,615,307,61,30,350243
2022-02-01,167,41,9219,836,418,83,41,350369
2022-02-02,173,43,9609,869,434,86,43,350499
2022-02-03,168,42,9313,840,420,84,42,350625
2022-02-04,131,32,7321,659,329,65,32,350724
2022-02-05,157,39,13189,1183,591,78,39,350842
2022-02-06,127,31,10658,954,477,63,31,350938
2022-02-07,185,46,10401,929,464,92,46,351077
2022-02-08,145,36,8170,728,364,72,36,351186
2022-02-09,183,45,10335,919,459,91,45,351324
2022-02-10,178,44,10069,893,446,89,44,351458
2022-02-11,148,37,8385,742,371,74,37,351569
2022-02-12,144,36,12278,1083,541,72,36,351677
2022-02-13,168,42,14357,1264,631,84,42,351803
2022-02-14,149,37,8480,745,372,74,37,351915
2022-02-15,164,41,9372,822,411,82,41,352038
2022-02-16,154,38,8842,774,387,77,38,352154
2022-02-17,133,33,7647,668,334,66,33,352254
2022-02-18,126,31,7241,631,315,63,31,352349
2022-02-19,166,41,14316,1245,622,83,41,352474
2022-02-20,153,38,13232,1149,574,76,38,352589
2022-02-21,153,38,8841,766,383,76,38,352704
2022-02-22,173,43,10023,867,433,86,43,352834
2022-02-23,181,45,10483,905,452,90,45,352970
2022-02-24,157,39,9138,787,393,78,39,353088
2022-02-25,156,39,9085,781,390,78,39,353205
2022-02-26,169,42,14830,1273,636,84,42,353332
2022-02-27,139,34,12220,1047,523,69,34,353437
2022-02-28,165,41,9647,825,412,82,41,353561
2022-03-01,170,42,9966,851,425,85,42,353689
2022-03-02,172,43,10098,861,430,86,43,353818
2022-03-03,130,32,7630,650,325,65,32,353916
2022-03-04,148,37,8750,744,372,74,37,354027
2022-03-05,146,36,12970,1101,550,73,36,354137
2022-03-06,162,40,14372,1219,609,81,40,354259
2022-03-07,168,42,9950,843,421,84,42,354385
2022-03-08,184,46,10922,924,462,92,46,354523
2022-03-09,152,38,9035,763,381,76,38,354637
2022-03-10,152,38,9037,763,381,76,38,354751
2022-03-11,179,44,10610,895,447,89,44,354886
2022-03-12,165,41,14704,1239,619,82,41,355010
2022-03-13,180,45,16098,1354,676,90,45,355145
2022-03-14,164,41,9804,824,412,82,41,355268
2022-03-15,141,35,8429,708,354,70,35,355374
2022-03-16,138,34,8263,693,346,69,34,355478
2022-03-17,135,33,8057,675,337,67,33,355580
2022-03-18,170,42,10170,852,426,85,42,355708
2022-03-19,178,44,16011,1341,670,89,44,355842
2022-03-20,189,47,16958,1419,709,94,47,355984
2022-03-21,173,43,10345,865,432,86,43,356114
2022-03-22,178,44,10650,890,445,89,44,356248
2022-03-23,150,37,8987,750,375,75,37,356361
2022-03-24,140,35,8436,704,352,70,35,356466
2022-03-25,172,43,10349,863,431,86,43,356595
2022-03-26,165,41,14902,1243,621,82,41,356719
2022-03-27,160,40,14454,1204,601,80,40,356839
2022-03-28,165,41,9900,825,412,82,41,356963
2022-03-29,164,41,9835,820,410,82,41,357086
2022-03-30,179,44,10746,895,447,89,44,357221
2022-03-31,179,44,10753,896,448,89,44,357356
2022-04-01,167,41,10032,836,418,83,41,357482
2022-04-02,171,42,15470,1288,643,85,42,357611
2022-04-03,166,41,14988,1248,624,83,41,357736
2022-04-04,151,37,9059,755,377,75,37,357850
2022-04-05,170,42,10208,850,425,85,42,357978
2022-04-06,136,34,8161,680,340,68,34,358080
2022-04-07,174,43,10474,873,436,87,43,358211
2022-04-08,139,34,8336,695,347,69,34,358316
2022-04-09,162,40,14595,1216,607,81,40,358438
2022-04-10,144,36,12978,1083,541,72,36,358546
2022-04-11,166,41,9963,831,415,83,41,358671
2022-04-12,157,39,9399,785,392,78,39,358789
2022-04-13,132,33,7919,661,330,66,33,358888
2022-04-14,164,41,9806,820,410,82,41,359011
2022-04-15,148,37,8856,741,370,74,37,359122
2022-04-16,171,42,15322,1282,640,85,42,359251
2022-04-17,157,39,14065,1177,588,78,39,359369
2022-04-18,163,40,9733,816,408,81,40,359492
2022-04-19,141,35,8454,709,354,70,35,359598
2022-04-20,147,36,8786,737,368,73,36,359709
2022-04-21,149,37,8895,747,373,74,37,359821
2022-04-22,170,42,10106,850,425,85,42,359949
2022-04-23,182,45,16278,1371,685,91,45,360086
2022-04-24,143,35,12796,1078,538,71,35,360194
2022-04-25,173,43,10260,866,433,86,43,360324
2022-04-26,122,30,7240,611,305,61,30,360416
2022-04-27,137,34,8128,687,343,68,34,360519
2022-04-28,141,35,8329,705,352,70,35,360625
2022-04-29,134,33,7952,674,337,67,33,360726
2022-04-30,131,32,11587,984,492,65,32,360825
2022-05-01,162,40,14307,1216,607,81,40,360947
2022-05-02,152,38,8946,761,380,76,38,361061
2022-05-03,161,40,9470,807,403,80,40,361182
2022-05-04,166,41,9733,831,415,83,41,361307
2022-05-05,159,39,9326,797,398,79,39,361427
2022-05-06,165,41,9660,827,413,82,41,361551
2022-05-07,154,38,13472,1155,577,77,38,361667
2022-05-08,136,34,11928,1024,511,68,34,361769
2022-05-09,171,42,9955,857,428,85,42,361898
2022-05-10,145,36,8451,729,364,72,36,362007
2022-05-11,140,35,8121,701,350,70,35,362112
2022-05-12,152,38,8778,760,380,76,38,362226
2022-05-13,140,35,8101,702,351,70,35,362331
2022-05-14,148,37,12783,1110,555,74,37,362442
2022-05-15,159,39,13761,1198,598,79,39,362562
2022-05-16,159,39,9154,798,399,79,39,362682
2022-05-17,140,35,8029,702,351,70,35,362787
2022-05-18,146,36,8370,733,366,73,36,362897
2022-05-19,170,42,9717,853,426,85,42,363025
2022-05-20,161,40,9184,808,404,80,40,363146
2022-05-21,185,46,15803,1393,696,92,46,363285
2022-05-22,172,43,14590,1290,645,86,43,363414
2022-05-23,171,42,9667,856,428,85,42,363543
2022-05-24,132,33,7447,661,330,66,33,363642
2022-05-25,165,41,9282,826,413,82,41,363766
2022-05-26,152,38,8551,763,381,76,38,363880
2022-05-27,144,36,8097,724,362,72,36,363988
2022-05-28,155,38,13030,1168,583,77,38,364105
2022-05-29,167,41,13981,1257,628,83,41,364231
2022-05-30,160,40,8914,803,401,80,40,364351
2022-05-31,139,34,7718,697,348,69,34,364456
2022-06-01,164,41,9060,821,410,82,41,364579
2022-06-02,143,35,7871,715,357,71,35,364687
2022-06-03,156,39,8560,780,390,78,39,364804
2022-06-04,148,37,12145,1110,555,74,37,364915
2022-06-05,149,37,12210,1119,559,74,37,365027
2022-06-06,164,41,8928,820,410,82,41,365150
2022-06-07,136,34,7405,682,341,68,34,365252
2022-06-08,181,45,9838,909,454,90,45,365388
2022-06-09,124,31,6712,622,311,62,31,365481
2022-06-10,142,35,7689,714,357,71,35,365588
2022-06-11,157,39,12675,1182,591,78,39,365706
2022-06-12,160,40,12890,1204,601,80,40,365826
2022-06-13,150,37,8007,751,375,75,37,365939
2022-06-14,150,37,8013,754,377,75,37,366052
2022-06-15,157,39,8359,789,394,78,39,366170
2022-06-16,148,37,7815,740,370,74,37,366281
2022-06-17,172,43,9080,862,431,86,43,366410
2022-06-18,164,41,12909,1230,615,82,41,366533
2022-06-19,164,41,12901,1233,616,82,41,366656
2022-06-20,136,34,7118,682,341,68,34,366758
2022-06-21,149,37,7786,749,374,74,37,366870
2022-06-22,146,36,7584,732,366,73,36,366980
2022-06-23,135,33,7004,678,339,67,33,367082
2022-06-24,156,39,8037,781,390,78,39,367199
2022-06-25,142,35,10968,1068,534,71,35,367306
2022-06-26,160,40,12303,1203,601,80,40,367426
2022-06-27,134,33,6846,671,335,67,33,367527
2022-06-28,176,44,8949,881,440,88,44,367659
2022-06-29,136,34,6923,684,342,68,34,367761
2022-06-30,153,38,7741,767,383,76,38,367876
2022-07-01,162,40,8141,810,405,81,40,367998
2022-07-02,141,35,10627,1060,529,70,35,368104
2022-07-03,162,40,12182,1219,609,81,40,368226
2022-07-04,131,32,6537,657,328,65,32,368325
2022-07-05,171,42,8500,857,428,85,42,368454
2022-07-06,149,37,7402,749,374,74,37,368566
2022-07-07,140,35,6923,703,351,70,35,368671
2022-07-08,145,36,7112,725,362,72,36,368780
2022-07-09,161,40,11839,1210,604,80,40,368901
2022-07-10,140,35,10270,1053,526,70,35,369006
2022-07-11,138,34,6698,690,345,69,34,369110
2022-07-12,145,36,7051,728,364,72,36,369219
2022-07-13,131,32,6336,657,328,65,32,369318
2022-07-14,176,44,8454,880,440,88,44,369450
2022-07-15,140,35,6719,701,350,70,35,369555
2022-07-16,161,40,11524,1207,603,80,40,369676
2022-07-17,151,37,10818,1137,568,75,37,369790
2022-07-18,133,33,6341,669,334,66,33,369890
2022-07-19,148,37,7002,741,370,74,37,370001
2022-07-20,159,39,7524,799,399,79,39,370121
2022-07-21,145,36,6817,727,363,72,36,370230
2022-07-22,165,41,7745,829,414,82,41,370354
2022-07-23,163,40,11393,1224,612,81,40,370477
2022-07-24,161,40,11241,1210,604,80,40,370598
2022-07-25,141,35,6521,705,352,70,35,370704
2022-07-26,131,32,6072,659,329,65,32,370803
2022-07-27,138,34,6364,693,346,69,34,370907
2022-07-28,150,37,6885,752,376,75,37,371020
2022-07-29,155,38,7092,777,388,77,38,371137
2022-07-30,115,28,7865,865,432,57,28,371224
2022-07-31,147,36,9999,1104,552,73,36,371335
2022-08-01,149,37,6750,747,373,74,37,371447
2022-08-02,143,35,6435,715,357,71,35,371555
2022-08-03,166,41,7445,830,415,83,41,371680
2022-08-04,153,38,6844,765,382,76,38,371795
2022-08-05,166,41,7399,830,415,83,41,371920
2022-08-06,143,35,9564,1077,538,71,35,372028
2022-08-07,160,40,10650,1203,601,80,40,372148
2022-08-08,170,42,7524,852,426,85,42,372276
2022-08-09,165,41,7288,828,414,82,41,372400
2022-08-10,130,32,5717,652,326,65,32,372498
2022-08-11,142,35,6232,712,356,71,35,372605
2022-08-12,141,35,6151,705,352,70,35,372711
2022-08-13,153,38,9988,1149,574,76,38,372826
2022-08-14,156,39,10139,1170,585,78,39,372943
2022-08-15,133,33,5773,668,334,66,33,373043
2022-08-16,146,36,6323,734,367,73,36,373153
2022-08-17,116,29,4994,581,290,58,29,373240
2022-08-18,166,41,7136,833,416,83,41,373365
2022-08-19,138,34,5897,690,345,69,34,373469
2022-08-20,146,36,9344,1096,547,73,36,373579
2022-08-21,140,35,8974,1056,528,70,35,373684
2022-08-22,161,40,6859,809,404,80,40,373805
2022-08-23,103,25,4393,519,259,51,25,373883
2022-08-24,144,36,6104,724,362,72,36,373991
2022-08-25,143,35,6030,717,358,71,35,374099
2022-08-26,138,34,5800,691,345,69,34,374203
2022-08-27,169,42,10655,1273,636,84,42,374330
2022-08-28,131,32,8256,988,493,65,32,374429
2022-08-29,155,38,6486,778,389,77,38,374546
2022-08-30,149,37,6218,748,374,74,37,374658
2022-08-31,162,40,6743,813,406,81,40,374780
2022-09-01,134,33,5573,673,336,67,33,374881
2022-09-02,133,33,5518,668,334,66,33,374981
2022-09-03,159,39,9885,1198,598,79,39,375101
2022-09-04,150,37,9264,1126,562,75,37,375214
2022-09-05,121,30,4995,608,304,60,30,375305
2022-09-06,136,34,5576,680,340,68,34,375407
2022-09-07,149,37,6107,746,373,74,37,375519
2022-09-08,155,38,6357,778,389,77,38,375636
2022-09-09,133,33,5454,669,334,66,33,375736
2022-09-10,101,25,6206,762,381,50,25,375812
2022-09-11,150,37,9198,1131,565,75,37,375925
2022-09-12,125,31,5104,629,314,62,31,376019
2022-09-13,114,28,4632,571,285,57,28,376105
2022-09-14,102,25,4151,513,256,51,25,376182
2022-09-15,154,38,6251,773,386,77,38,376298
2022-09-16,144,36,5844,723,361,72,36,376406
2022-09-17,139,34,8445,1047,523,69,34,376511
2022-09-18,162,40,9824,1219,609,81,40,376633
2022-09-19,151,37,6106,758,379,75,37,376747
2022-09-20,165,41,6658,828,414,82,41,376871
2022-09-21,122,30,4926,613,306,61,30,376963
2022-09-22,141,35,5695,709,354,70,35,377069
2022-09-23,119,29,4784,596,298,59,29,377159
2022-09-24,138,34,8354,1041,520,69,34,377263
2022-09-25,138,34,8328,1038,519,69,34,377367
2022-09-26,150,37,6044,754,377,75,37,377480
2022-09-27,142,35,5707,712,356,71,35,377587
2022-09-28,150,37,6030,753,376,75,37,377700
2022-09-29,151,37,6069,758,379,75,37,377814
2022-09-30,172,43,6887,860,430,86,43,377943
2022-10-01,137,34,8224,1027,513,68,34,378046
2022-10-02,128,32,7688,960,480,64,32,378142
2022-10-03,144,36,5793,724,362,72,36,378250
2022-10-04,129,32,5198,649,324,64,32,378347
2022-10-05,162,40,6486,810,405,81,40,378469
2022-10-06,137,34,5486,685,342,68,34,378572
2022-10-07,133,33,5326,665,332,66,33,378672
2022-10-08,134,33,8067,1006,502,67,33,378773
2022-10-09,150,37,9072,1131,565,75,37,378886
2022-10-10,138,34,5553,692,346,69,34,378990
2022-10-11,131,32,5280,658,329,65,32,379089
2022-10-12,163,40,6583,819,409,81,40,379212
2022-10-13,128,32,5160,642,321,64,32,379308
2022-10-14,140,35,5664,704,352,70,35,379413
2022-10-15,149,37,9022,1120,559,74,37,379525
2022-10-16,117,29,7089,879,439,58,29,379613
2022-10-17,146,36,5921,733,366,73,36,379723
2022-10-18,125,31,5056,626,313,62,31,379817
2022-10-19,151,37,6121,756,378,75,37,379931
2022-10-20,126,31,5114,631,315,63,31,380026
2022-10-21,149,37,6055,746,373,74,37,380138
2022-10-22,155,38,9442,1162,580,77,38,380255
2022-10-23,151,37,9241,1135,567,75,37,380369
2022-10-24,142,35,5820,714,357,71,35,380476
2022-10-25,136,34,5551,680,340,68,34,380578
2022-10-26,131,32,5360,656,328,65,32,380677
2022-10-27,159,39,6532,798,399,79,39,380797
2022-10-28,129,32,5302,646,323,64,32,380894
2022-10-29,124,31,7674,933,466,62,31,380987
2022-10-30,148,37,9143,1110,555,74,37,381098
2022-10-31,127,31,5267,638,319,63,31,381194
2022-11-01,125,31,5186,627,313,62,31,381288
2022-11-02,118,29,4909,592,296,59,29,381377
2022-11-03,131,32,5469,659,329,65,32,381476
2022-11-04,137,34,5708,686,343,68,34,381579
2022-11-05,141,35,8858,1062,531,70,35,381685
2022-11-06,151,37,9485,1134,567,75,37,381799
2022-11-07,145,36,6089,726,363,72,36,381908
2022-11-08,135,33,5684,676,338,67,33,382010
2022-11-09,135,33,5689,675,337,67,33,382112
2022-11-10,144,36,6112,724,362,72,36,382220
2022-11-11,155,38,6568,776,388,77,38,382337
2022-11-12,139,34,8868,1044,522,69,34,382442
2022-11-13,131,32,8363,982,490,65,32,382541
2022-11-14,123,30,5279,619,309,61,30,382634
2022-11-15,117,29,5024,587,293,58,29,382722
2022-11-16,146,36,6278,732,366,73,36,382832
2022-11-17,145,36,6240,725,362,72,36,382941
2022-11-18,145,36,6253,725,362,72,36,383050
2022-11-19,135,33,8773,1014,507,67,33,383152
2022-11-20,156,39,10162,1170,585,78,39,383269
2022-11-21,130,32,5664,650,325,65,32,383367
2022-11-22,149,37,6537,748,374,74,37,383479
2022-11-23,136,34,5957,680,340,68,34,383581
2022-11-24,128,32,5630,641,320,64,32,383677
2022-11-25,144,36,6366,722,361,72,36,383785
2022-11-26,141,35,9407,1063,531,70,35,383891
2022-11-27,141,35,9383,1057,528,70,35,383997
2022-11-28,137,34,6104,686,343,68,34,384100
2022-11-29,135,33,6047,677,338,67,33,384202
2022-11-30,168,42,7540,842,421,84,42,384328
2022-12-01,151,37,6825,759,379,75,37,384442
2022-12-02,145,36,6561,728,364,72,36,384551
2022-12-03,137,34,9304,1029,514,68,34,384654
2022-12-04,149,37,10156,1119,559,74,37,384766
2022-12-05,142,35,6487,712,356,71,35,384873
2022-12-06,135,33,6200,678,339,67,33,384975
2022-12-07,131,32,6012,656,328,65,32,385074
2022-12-08,134,33,6167,670,335,67,33,385175
2022-12-09,92,23,4258,461,230,46,23,385244
2022-12-10,137,34,9576,1033,516,68,34,385347
2022-12-11,128,32,8944,961,480,64,32,385443
2022-12-12,156,39,7288,781,390,78,39,385560
2022-12-13,135,33,6317,675,337,67,33,385662
2022-12-14,118,29,5571,593,296,59,29,385751
2022-12-15,133,33,6308,669,334,66,33,385851
2022-12-16,120,30,5692,602,301,60,30,385941
2022-12-17,140,35,10016,1054,526,70,35,386046
2022-12-18,138,34,9870,1036,517,69,34,386150
2022-12-19,147,36,7026,735,367,73,36,386261
2022-12-20,123,30,5921,617,308,61,30,386354
2022-12-21,134,33,6469,672,336,67,33,386455
2022-12-22,115,28,5583,578,289,57,28,386542
2022-12-23,143,35,6939,716,358,71,35,386650
2022-12-24,140,35,10261,1054,526,70,35,386755
2022-12-25,140,35,10266,1051,525,70,35,386860
2022-12-26,133,33,6540,667,333,66,33,386960
2022-12-27,138,34,6829,694,347,69,34,387064
2022-12-28,154,38,7631,773,386,77,38,387180
2022-12-29,129,32,6406,647,323,64,32,387277
2022-12-30,135,33,6704,675,337,67,33,387379
2022-12-31,118,29,8865,889,444,59,29,387468
2023-01-01,121,30,9108,910,454,60,30,387559
2023-01-02,134,33,6733,671,335,67,33,387660
2023-01-03,147,36,7423,737,368,73,36,387771
2023-01-04,129,32,6531,646,323,64,32,387868
2023-01-05,129,32,6563,647,323,64,32,387965
2023-01-06,127,31,6465,635,317,63,31,388061
2023-01-07,125,31,9594,939,469,62,31,388155
2023-01-08,136,34,10463,1021,510,68,34,388257
2023-01-09,112,28,5776,562,281,56,28,388341
2023-01-10,149,37,7684,745,372,74,37,388453
2023-01-11,123,30,6374,616,308,61,30,388546
2023-01-12,141,35,7340,707,353,70,35,388652
2023-01-13,115,28,5992,575,287,57,28,388739
2023-01-14,140,35,11013,1054,526,70,35,388844
2023-01-15,140,35,11043,1053,526,70,35,388949
2023-01-16,136,34,7180,683,341,68,34,389051
2023-01-17,118,29,6243,592,296,59,29,389140
2023-01-18,134,33,7122,673,336,67,33,389241
2023-01-19,115,28,6142,578,289,57,28,389328
2023-01-20,127,31,6805,639,319,63,31,389424
2023-01-21,144,36,11578,1084,541,72,36,389532
2023-01-22,141,35,11361,1060,529,70,35,389638
2023-01-23,131,32,7041,655,327,65,32,389737
2023-01-24,118,29,6359,590,295,59,29,389826
2023-01-25,139,34,7518,696,348,69,34,389931
2023-01-26,130,32,7092,654,327,65,32,390029
2023-01-27,100,25,5446,501,250,50,25,390104
2023-01-28,140,35,11496,1054,526,70,35,390209
2023-01-29,130,32,10658,975,487,65,32,390307
2023-01-30,145,36,7996,729,364,72,36,390416
2023-01-31,115,28,6369,579,289,57,28,390503
2023-02-01,88,22,4889,443,221,44,22,390569
